date_time,hour,day_of_week,month,weather_main,temperature_c,rain_1h,clouds_all,traffic_volume
2012-10-09 23:00:00,23,Tuesday,October,Clouds,9.300000000000011,0.0,90,947
2012-10-10 09:00:00,9,Wednesday,October,Rain,6.460000000000036,0.0,99,5680
2012-10-10 10:00:00,10,Wednesday,October,Clear,6.520000000000039,0.0,99,4632
2012-10-10 15:00:00,15,Wednesday,October,Clouds,8.439999999999998,0.0,90,5610
2012-10-10 16:00:00,16,Wednesday,October,Clear,8.080000000000041,0.0,81,6286
2012-10-11 01:00:00,1,Thursday,October,Clear,0.75,0.0,1,347
2012-10-11 04:00:00,4,Thursday,October,Clouds,0.9000000000000341,0.0,75,850
2012-10-11 06:00:00,6,Thursday,October,Clear,-0.48999999999995225,0.0,1,5809
2012-10-11 08:00:00,8,Thursday,October,Clear,-0.6299999999999955,0.0,1,6304
2012-10-11 21:00:00,21,Thursday,October,Clouds,8.660000000000025,0.0,90,2679
2012-10-11 23:00:00,23,Thursday,October,Clouds,9.379999999999995,0.0,90,1284
2012-10-12 03:00:00,3,Friday,October,Drizzle,10.03000000000003,0.0,72,372
2012-10-12 04:00:00,4,Friday,October,Rain,9.110000000000014,0.0,72,739
2012-10-12 09:00:00,9,Friday,October,Clouds,5.03000000000003,0.0,90,5230
2012-10-13 06:00:00,6,Saturday,October,Clear,-4.239999999999952,0.0,1,1420
2012-10-13 08:00:00,8,Saturday,October,Clouds,-3.919999999999959,0.0,40,3479
2012-10-13 09:00:00,9,Saturday,October,Clouds,-0.5399999999999636,0.0,40,4546
2012-10-13 15:00:00,15,Saturday,October,Clear,10.810000000000002,0.0,1,4483
2012-10-13 18:00:00,18,Saturday,October,Clear,10.490000000000009,0.0,1,4221
2012-10-13 19:00:00,19,Saturday,October,Clouds,8.700000000000045,0.0,20,3672
2012-10-14 04:00:00,4,Sunday,October,Clouds,8.930000000000007,0.0,90,262
2012-10-14 05:00:00,5,Sunday,October,Clouds,9.080000000000041,0.0,90,505
2012-10-14 06:00:00,6,Sunday,October,Clouds,9.090000000000032,0.0,90,861
2012-10-14 07:00:00,7,Sunday,October,Clouds,9.090000000000032,0.0,90,1132
2012-10-14 09:00:00,9,Sunday,October,Drizzle,9.28000000000003,0.0,57,2685
2012-10-14 10:00:00,10,Sunday,October,Drizzle,9.180000000000007,0.0,57,3370
2012-10-14 11:00:00,11,Sunday,October,Drizzle,9.670000000000016,0.0,57,3662
2012-10-14 16:00:00,16,Sunday,October,Mist,11.53000000000003,0.0,93,4234
2012-10-14 17:00:00,17,Sunday,October,Rain,11.490000000000009,0.0,93,4271
2012-10-14 20:00:00,20,Sunday,October,Mist,10.879999999999995,0.0,93,2718
2012-10-14 21:00:00,21,Sunday,October,Mist,10.430000000000007,0.0,93,2439
2012-10-14 22:00:00,22,Sunday,October,Mist,9.890000000000043,0.0,93,1819
2012-10-15 17:00:00,17,Monday,October,Clouds,14.120000000000005,0.0,20,5957
2012-10-15 23:00:00,23,Monday,October,Clouds,9.180000000000007,0.0,75,927
2012-10-16 03:00:00,3,Tuesday,October,Clear,4.760000000000048,0.0,1,354
2012-10-16 05:00:00,5,Tuesday,October,Clear,3.4600000000000364,0.0,1,2769
2012-10-16 06:00:00,6,Tuesday,October,Clear,2.9600000000000364,0.0,1,5789
2012-10-16 07:00:00,7,Tuesday,October,Clouds,1.660000000000025,0.0,20,7055
2012-10-16 08:00:00,8,Tuesday,October,Clouds,1.8400000000000318,0.0,20,6408
2012-10-16 09:00:00,9,Tuesday,October,Clouds,4.760000000000048,0.0,20,5254
2012-10-16 11:00:00,11,Tuesday,October,Clouds,10.700000000000045,0.0,20,4784
2012-10-16 12:00:00,12,Tuesday,October,Clouds,12.860000000000014,0.0,40,5015
2012-10-16 16:00:00,16,Tuesday,October,Clouds,15.840000000000032,0.0,75,6496
2012-10-16 17:00:00,17,Tuesday,October,Clouds,15.710000000000036,0.0,75,6429
2012-10-16 18:00:00,18,Tuesday,October,Clouds,15.010000000000048,0.0,90,5142
2012-10-16 21:00:00,21,Tuesday,October,Clouds,13.75,0.0,90,2331
2012-10-17 01:00:00,1,Wednesday,October,Clouds,13.78000000000003,0.0,75,333
2012-10-17 05:00:00,5,Wednesday,October,Clouds,12.760000000000048,0.0,90,2732
2012-10-17 12:00:00,12,Wednesday,October,Clear,15.460000000000036,0.0,1,4979
2012-10-17 13:00:00,13,Wednesday,October,Clear,17.170000000000016,0.0,1,4851
2012-10-17 14:00:00,14,Wednesday,October,Clear,18.210000000000036,0.0,1,4291
2012-10-17 15:00:00,15,Wednesday,October,Clear,18.860000000000014,0.0,1,4714
2012-10-17 16:00:00,16,Wednesday,October,Clear,19.460000000000036,0.0,1,6723
2012-10-17 17:00:00,17,Wednesday,October,Clear,19.5,0.0,1,6180
2012-10-18 00:00:00,0,Thursday,October,Clouds,10.57000000000005,0.0,20,654
2012-10-18 01:00:00,1,Thursday,October,Clouds,9.650000000000034,0.0,40,374
2012-10-18 08:00:00,8,Thursday,October,Clouds,11.850000000000023,0.0,90,5536
2012-10-18 16:00:00,16,Thursday,October,Clouds,14.03000000000003,0.0,90,6307
2012-10-18 20:00:00,20,Thursday,October,Rain,10.29000000000002,0.0,100,2921
2012-10-18 21:00:00,21,Thursday,October,Drizzle,9.360000000000014,0.0,100,2649
2012-10-18 23:00:00,23,Thursday,October,Clouds,8.700000000000045,0.0,90,1177
2012-10-19 00:00:00,0,Friday,October,Clouds,8.129999999999995,0.0,90,699
2012-10-19 01:00:00,1,Friday,October,Mist,7.82000000000005,0.0,87,436
2012-10-19 03:00:00,3,Friday,October,Mist,6.8700000000000045,0.0,87,399
2012-10-19 06:00:00,6,Friday,October,Drizzle,6.5,0.0,87,5162
2012-10-19 08:00:00,8,Friday,October,Drizzle,6.07000000000005,0.0,91,5235
2012-10-19 10:00:00,10,Friday,October,Mist,6.770000000000039,0.0,91,4328
2012-10-19 11:00:00,11,Friday,October,Clouds,7.2900000000000205,0.0,90,4282
2012-10-19 19:00:00,19,Friday,October,Clouds,8.54000000000002,0.0,75,3804
2012-10-19 20:00:00,20,Friday,October,Clouds,8.110000000000014,0.0,90,2908
2012-10-19 22:00:00,22,Friday,October,Drizzle,7.28000000000003,0.0,92,3077
2012-10-20 07:00:00,7,Saturday,October,Rain,8.129999999999995,0.0,100,1824
2012-10-20 08:00:00,8,Saturday,October,Rain,8.04000000000002,0.0,100,2787
2012-10-20 15:00:00,15,Saturday,October,Clouds,11.050000000000011,0.0,75,4636
2012-10-20 17:00:00,17,Saturday,October,Clouds,10.980000000000018,0.0,75,5125
2012-10-21 18:00:00,18,Sunday,October,Clouds,9.450000000000045,0.0,75,4335
2012-10-21 22:00:00,22,Sunday,October,Clouds,8.57000000000005,0.0,90,1583
2012-10-21 23:00:00,23,Sunday,October,Clouds,8.110000000000014,0.0,90,959
2012-10-22 05:00:00,5,Monday,October,Mist,6.03000000000003,0.0,8,2622
2012-10-22 10:00:00,10,Monday,October,Clear,9.550000000000011,0.0,38,4324
2012-10-22 13:00:00,13,Monday,October,Clouds,17.439999999999998,0.0,20,4546
2012-10-22 19:00:00,19,Monday,October,Clouds,16.02000000000004,0.0,20,3091
2012-10-23 05:00:00,5,Tuesday,October,Clouds,9.270000000000039,0.0,20,2669
2012-10-23 07:00:00,7,Tuesday,October,Clouds,8.700000000000045,0.0,40,6083
2012-10-23 08:00:00,8,Tuesday,October,Clouds,8.700000000000045,0.0,20,5790
2012-10-23 10:00:00,10,Tuesday,October,Clouds,11.379999999999995,0.0,90,4407
2012-10-23 12:00:00,12,Tuesday,October,Clouds,13.480000000000018,0.0,90,4826
2012-10-23 13:00:00,13,Tuesday,October,Rain,13.600000000000023,0.0,99,4945
2012-10-23 17:00:00,17,Tuesday,October,Clouds,15.379999999999995,0.0,90,5844
2012-10-23 18:00:00,18,Tuesday,October,Clouds,15.010000000000048,0.0,90,4649
2012-10-23 19:00:00,19,Tuesday,October,Clouds,14.439999999999998,0.0,90,3180
2012-10-23 23:00:00,23,Tuesday,October,Clouds,12.460000000000036,0.0,90,1021
2012-10-24 03:00:00,3,Wednesday,October,Mist,12.840000000000032,0.0,100,408
2012-10-24 04:00:00,4,Wednesday,October,Mist,12.79000000000002,0.0,100,793
2012-10-24 06:00:00,6,Wednesday,October,Mist,12.580000000000041,0.0,90,5593
2012-10-24 08:00:00,8,Wednesday,October,Drizzle,12.400000000000034,0.0,90,5607
2012-10-24 15:00:00,15,Wednesday,October,Mist,17.090000000000032,0.0,90,5661
2012-10-24 22:00:00,22,Wednesday,October,Mist,14.260000000000048,0.0,75,1701
2012-10-24 23:00:00,23,Wednesday,October,Mist,14.370000000000005,0.0,90,1028
2012-10-25 01:00:00,1,Thursday,October,Mist,14.140000000000043,0.0,75,354
2012-10-25 05:00:00,5,Thursday,October,Mist,12.28000000000003,0.0,90,2641
2012-10-25 10:00:00,10,Thursday,October,Mist,13.28000000000003,0.0,90,4438
2012-10-25 13:00:00,13,Thursday,October,Clouds,14.140000000000043,0.0,90,5062
2012-10-25 17:00:00,17,Thursday,October,Rain,11.620000000000005,0.0,90,6488
2012-10-25 18:00:00,18,Thursday,October,Drizzle,11.140000000000043,0.0,90,5351
2012-10-26 00:00:00,0,Friday,October,Rain,7.900000000000034,0.0,90,665
2012-10-26 09:00:00,9,Friday,October,Rain,2.5100000000000477,0.0,90,5234
2012-10-26 15:00:00,15,Friday,October,Snow,2.7000000000000455,0.0,90,6060
2012-10-27 02:00:00,2,Saturday,October,Clouds,1.7800000000000296,0.0,20,641
2012-10-27 03:00:00,3,Saturday,October,Clouds,1.1299999999999955,0.0,20,411
2012-10-27 17:00:00,17,Saturday,October,Clouds,3.4600000000000364,0.0,90,4311
2012-10-27 19:00:00,19,Saturday,October,Clouds,2.8100000000000023,0.0,90,3475
2012-10-28 02:00:00,2,Sunday,October,Clouds,0.4800000000000182,0.0,90,447
2012-10-28 07:00:00,7,Sunday,October,Clouds,-2.089999999999975,0.0,20,953
2012-10-28 08:00:00,8,Sunday,October,Clear,-2.4699999999999704,0.0,1,1650
2012-10-28 13:00:00,13,Sunday,October,Clouds,5.390000000000043,0.0,40,3892
2012-10-28 14:00:00,14,Sunday,October,Clouds,5.82000000000005,0.0,40,3989
2012-10-28 15:00:00,15,Sunday,October,Clouds,5.760000000000048,0.0,75,4294
2012-10-28 22:00:00,22,Sunday,October,Clouds,-0.37999999999999545,0.0,75,1570
2012-10-29 01:00:00,1,Monday,October,Haze,-1.7399999999999523,0.0,75,331
2012-10-29 13:00:00,13,Monday,October,Clouds,5.350000000000023,0.0,90,4836
2012-10-29 14:00:00,14,Monday,October,Clouds,6.150000000000034,0.0,90,5138
2012-10-29 23:00:00,23,Monday,October,Clouds,2.07000000000005,0.0,20,920
2012-10-30 02:00:00,2,Tuesday,October,Clouds,0.32000000000005,0.0,20,298
2012-10-30 04:00:00,4,Tuesday,October,Clouds,0.0,0.0,75,762
2012-10-30 05:00:00,5,Tuesday,October,Clouds,-0.14999999999997726,0.0,20,2519
2012-10-30 06:00:00,6,Tuesday,October,Clouds,-0.45999999999997954,0.0,20,5478
2012-10-30 07:00:00,7,Tuesday,October,Clouds,-0.06999999999999318,0.0,40,6728
2012-10-30 09:00:00,9,Tuesday,October,Clouds,1.670000000000016,0.0,75,5280
2012-10-30 12:00:00,12,Tuesday,October,Clouds,5.32000000000005,0.0,90,5125
2012-10-30 21:00:00,21,Tuesday,October,Clouds,3.7800000000000296,0.0,75,2578
2012-10-31 01:00:00,1,Wednesday,October,Clear,-0.15999999999996817,0.0,1,346
2012-10-31 04:00:00,4,Wednesday,October,Clear,-0.7599999999999909,0.0,1,765
2012-10-31 05:00:00,5,Wednesday,October,Clear,-1.419999999999959,0.0,1,2611
2012-10-31 06:00:00,6,Wednesday,October,Clear,-1.6099999999999568,0.0,1,5577
2012-10-31 12:00:00,12,Wednesday,October,Clouds,6.689999999999998,0.0,20,5041
2012-10-31 14:00:00,14,Wednesday,October,Clouds,8.07000000000005,0.0,20,5274
2012-10-31 21:00:00,21,Wednesday,October,Clear,2.3000000000000114,0.0,1,2539
2012-11-01 06:00:00,6,Thursday,November,Clear,-4.539999999999964,0.0,1,5595
2012-11-01 14:00:00,14,Thursday,November,Clear,8.520000000000039,0.0,1,5495
2012-11-01 15:00:00,15,Thursday,November,Clear,9.879999999999995,0.0,1,5713
2012-11-01 19:00:00,19,Thursday,November,Clouds,6.689999999999998,0.0,40,3501
2012-11-02 06:00:00,6,Friday,November,Clouds,5.480000000000018,0.0,90,5236
2012-11-02 11:00:00,11,Friday,November,Clouds,5.6299999999999955,0.0,90,5330
2012-11-02 17:00:00,17,Friday,November,Clouds,5.75,0.0,40,5856
2012-11-02 18:00:00,18,Friday,November,Clouds,3.910000000000025,0.0,40,4987
2012-11-02 19:00:00,19,Friday,November,Clouds,2.140000000000043,0.0,40,3681
2012-11-02 21:00:00,21,Friday,November,Clouds,0.160000000000025,0.0,20,2929
2012-11-03 09:00:00,9,Saturday,November,Clouds,-1.67999999999995,0.0,75,4390
2012-11-03 10:00:00,10,Saturday,November,Clouds,-0.2999999999999545,0.0,75,4573
2012-11-03 14:00:00,14,Saturday,November,Clouds,2.580000000000041,0.0,40,4397
2012-11-03 18:00:00,18,Saturday,November,Clouds,3.140000000000043,0.0,75,4004
2012-11-03 19:00:00,19,Saturday,November,Clouds,2.980000000000018,0.0,90,3404
2012-11-03 23:00:00,23,Saturday,November,Clouds,2.430000000000007,0.0,90,1952
2012-11-04 01:00:00,1,Sunday,November,Clouds,2.4500000000000455,0.0,90,730
2012-11-04 03:00:00,3,Sunday,November,Clouds,2.32000000000005,0.0,90,223
2012-11-04 10:00:00,10,Sunday,November,Clouds,2.9500000000000455,0.0,90,3527
2012-11-04 18:00:00,18,Sunday,November,Clouds,4.57000000000005,0.0,90,3652
2012-11-04 20:00:00,20,Sunday,November,Clouds,4.050000000000011,0.0,90,2446
2012-11-05 02:00:00,2,Monday,November,Clouds,1.82000000000005,0.0,40,304
2012-11-05 10:00:00,10,Monday,November,Clouds,2.840000000000032,0.0,90,4408
2012-11-05 13:00:00,13,Monday,November,Clouds,5.32000000000005,0.0,90,4648
2012-11-05 14:00:00,14,Monday,November,Clear,5.560000000000002,0.0,46,4968
2012-11-05 18:00:00,18,Monday,November,Clear,6.110000000000014,0.0,46,4265
2012-11-05 20:00:00,20,Monday,November,Clear,7.410000000000025,0.0,46,2415
2012-11-05 23:00:00,23,Monday,November,Clear,7.410000000000025,0.0,46,938
2012-11-06 06:00:00,6,Tuesday,November,Clear,1.2600000000000477,0.0,98,5330
2012-11-06 07:00:00,7,Tuesday,November,Clear,1.7600000000000477,0.0,99,6181
2012-11-06 09:00:00,9,Tuesday,November,Clear,1.7600000000000477,0.0,99,5720
2012-11-06 17:00:00,17,Tuesday,November,Mist,5.5,0.0,90,5453
2012-11-07 09:00:00,9,Wednesday,November,Clouds,5.0,0.0,90,5230
2012-11-07 12:00:00,12,Wednesday,November,Clouds,5.990000000000009,0.0,90,5011
2012-11-07 14:00:00,14,Wednesday,November,Rain,5.680000000000007,0.0,90,5367
2012-11-07 20:00:00,20,Wednesday,November,Clouds,3.930000000000007,0.0,90,2594
2012-11-08 00:00:00,0,Thursday,November,Clouds,3.640000000000043,0.0,90,783
2012-11-08 11:00:00,11,Thursday,November,Clouds,5.560000000000002,0.0,90,5071
2012-11-08 12:00:00,12,Thursday,November,Clouds,6.710000000000036,0.0,90,5246
2012-11-08 13:00:00,13,Thursday,November,Clouds,6.82000000000005,0.0,75,5039
2012-11-08 19:00:00,19,Thursday,November,Clouds,4.640000000000043,0.0,40,3326
2012-11-08 22:00:00,22,Thursday,November,Clouds,3.1000000000000227,0.0,40,1946
2012-11-09 02:00:00,2,Friday,November,Clouds,2.5400000000000205,0.0,40,340
2012-11-09 06:00:00,6,Friday,November,Clear,2.25,0.0,1,5538
2012-11-09 11:00:00,11,Friday,November,Clouds,9.010000000000048,0.0,75,5304
2012-11-09 18:00:00,18,Friday,November,Clouds,6.650000000000034,0.0,20,5330
2012-11-10 00:00:00,0,Saturday,November,Clear,3.490000000000009,0.0,1,1090
2012-11-10 05:00:00,5,Saturday,November,Clouds,2.1000000000000227,0.0,75,696
2012-11-10 11:00:00,11,Saturday,November,Clouds,8.600000000000023,0.0,20,4338
2012-11-10 15:00:00,15,Saturday,November,Clear,10.830000000000041,0.0,1,4536
2012-11-10 16:00:00,16,Saturday,November,Clear,9.850000000000023,0.0,1,4520
2012-11-10 17:00:00,17,Saturday,November,Clouds,8.310000000000002,0.0,90,4677
2012-11-10 19:00:00,19,Saturday,November,Clouds,7.090000000000032,0.0,90,3128
2012-11-10 23:00:00,23,Saturday,November,Clouds,7.180000000000007,0.0,90,2239
2012-11-11 01:00:00,1,Sunday,November,Drizzle,6.720000000000027,0.0,90,922
2012-11-11 08:00:00,8,Sunday,November,Mist,6.760000000000048,0.0,90,1797
2012-11-11 10:00:00,10,Sunday,November,Mist,7.8700000000000045,0.0,90,3961
2012-11-11 15:00:00,15,Sunday,November,Haze,16.560000000000002,0.0,20,4012
2012-11-11 16:00:00,16,Sunday,November,Mist,17.99000000000001,0.0,20,4169
2012-11-12 00:00:00,0,Monday,November,Clear,14.970000000000027,0.0,87,1000
2012-11-12 01:00:00,1,Monday,November,Clear,9.590000000000032,0.0,98,352
2012-11-12 02:00:00,2,Monday,November,Clear,9.590000000000032,0.0,98,263
2012-11-12 10:00:00,10,Monday,November,Clouds,-0.7299999999999613,0.0,90,2892
2012-11-12 13:00:00,13,Monday,November,Clouds,-1.2999999999999545,0.0,90,4362
2012-11-12 14:00:00,14,Monday,November,Clouds,-1.75,0.0,90,4619
2012-11-12 16:00:00,16,Monday,November,Clouds,-2.5499999999999545,0.0,90,5187
2012-11-12 17:00:00,17,Monday,November,Clouds,-3.079999999999984,0.0,90,5186
2012-11-13 02:00:00,2,Tuesday,November,Snow,-6.569999999999993,0.0,90,290
2012-11-13 03:00:00,3,Tuesday,November,Clouds,-7.1299999999999955,0.0,75,317
2012-11-13 09:00:00,9,Tuesday,November,Snow,-6.099999999999966,0.0,75,5438
2012-11-13 10:00:00,10,Tuesday,November,Snow,-5.339999999999975,0.0,75,4656
2012-11-13 12:00:00,12,Tuesday,November,Snow,-4.3799999999999955,0.0,90,4943
2012-11-13 13:00:00,13,Tuesday,November,Clouds,-4.109999999999957,0.0,90,4924
2012-11-13 16:00:00,16,Tuesday,November,Clouds,-3.909999999999968,0.0,90,6436
2012-11-13 17:00:00,17,Tuesday,November,Clouds,-4.089999999999975,0.0,90,6212
2012-11-14 03:00:00,3,Wednesday,November,Clear,-8.009999999999991,0.0,1,361
2012-11-14 05:00:00,5,Wednesday,November,Clear,-8.479999999999961,0.0,1,2620
2012-11-14 06:00:00,6,Wednesday,November,Clear,-8.329999999999984,0.0,1,5730
2012-11-14 11:00:00,11,Wednesday,November,Clear,-0.37999999999999545,0.0,1,5477
2012-11-14 15:00:00,15,Wednesday,November,Clouds,5.800000000000011,0.0,75,6415
2012-11-14 17:00:00,17,Wednesday,November,Clouds,3.3500000000000227,0.0,75,6968
2012-11-14 19:00:00,19,Wednesday,November,Clouds,2.830000000000041,0.0,90,3536
2012-11-14 22:00:00,22,Wednesday,November,Clouds,3.3799999999999955,0.0,90,2044
2012-11-15 02:00:00,2,Thursday,November,Clouds,2.8700000000000045,0.0,90,294
2012-11-15 14:00:00,14,Thursday,November,Clouds,10.650000000000034,0.0,75,5597
2012-11-16 02:00:00,2,Friday,November,Rain,3.9500000000000455,0.0,99,332
2012-11-16 08:00:00,8,Friday,November,Clear,3.650000000000034,0.0,0,5360
2012-11-16 12:00:00,12,Friday,November,Clear,3.650000000000034,0.0,0,5326
2012-11-16 13:00:00,13,Friday,November,Clear,3.650000000000034,0.0,0,5488
2012-11-16 18:00:00,18,Friday,November,Clear,6.090000000000032,0.0,1,5074
2012-11-16 22:00:00,22,Friday,November,Clear,6.090000000000032,0.0,1,2639
2012-11-17 00:00:00,0,Saturday,November,Clear,6.090000000000032,0.0,1,1091
2012-11-17 03:00:00,3,Saturday,November,Clear,-2.2099999999999795,0.0,0,404
2012-11-17 07:00:00,7,Saturday,November,Clear,-7.239999999999952,0.0,1,2046
2012-11-17 08:00:00,8,Saturday,November,Clouds,-5.819999999999993,0.0,20,3031
2012-11-17 15:00:00,15,Saturday,November,Clouds,6.240000000000009,0.0,40,4546
2012-11-17 16:00:00,16,Saturday,November,Clouds,5.580000000000041,0.0,40,4516
2012-11-17 21:00:00,21,Saturday,November,Clouds,1.3000000000000114,0.0,20,2770
2012-11-18 04:00:00,4,Sunday,November,Haze,3.0100000000000477,0.0,1,293
2012-11-18 09:00:00,9,Sunday,November,Haze,5.850000000000023,0.0,75,2561
2012-11-18 10:00:00,10,Sunday,November,Clouds,8.050000000000011,0.0,75,3232
2012-11-18 18:00:00,18,Sunday,November,Clouds,11.020000000000039,0.0,90,3504
2012-11-18 19:00:00,19,Sunday,November,Clouds,11.020000000000039,0.0,90,3575
2012-11-18 22:00:00,22,Sunday,November,Clouds,10.5,0.0,90,1505
2012-11-19 00:00:00,0,Monday,November,Clouds,9.860000000000014,0.0,90,476
2012-11-19 05:00:00,5,Monday,November,Clouds,7.910000000000025,0.0,90,2579
2012-11-19 11:00:00,11,Monday,November,Clouds,10.980000000000018,0.0,40,4564
2012-11-19 15:00:00,15,Monday,November,Clouds,13.53000000000003,0.0,40,5473
2012-11-19 16:00:00,16,Monday,November,Clouds,12.870000000000005,0.0,75,6276
2012-11-19 17:00:00,17,Monday,November,Clouds,11.400000000000034,0.0,40,5908
2012-11-19 21:00:00,21,Monday,November,Clouds,10.350000000000023,0.0,75,2150
2012-11-19 22:00:00,22,Monday,November,Clouds,9.810000000000002,0.0,75,1539
2012-11-20 02:00:00,2,Tuesday,November,Clouds,9.200000000000045,0.0,75,254
2012-11-20 06:00:00,6,Tuesday,November,Clouds,9.28000000000003,0.0,90,5647
2012-11-20 08:00:00,8,Tuesday,November,Clouds,9.180000000000007,0.0,75,5989
2012-11-20 15:00:00,15,Tuesday,November,Clouds,14.580000000000041,0.0,40,5721
2012-11-20 17:00:00,17,Tuesday,November,Clouds,10.700000000000045,0.0,40,6019
2012-11-20 23:00:00,23,Tuesday,November,Haze,4.850000000000023,0.0,1,1211
2012-11-21 03:00:00,3,Wednesday,November,Clear,3.0,0.0,1,412
2012-11-21 06:00:00,6,Wednesday,November,Mist,-0.14999999999997726,0.0,1,5343
2012-11-21 07:00:00,7,Wednesday,November,Mist,-0.6099999999999568,0.0,1,6138
2012-11-21 09:00:00,9,Wednesday,November,Mist,1.5100000000000477,0.0,1,5041
2012-11-21 17:00:00,17,Wednesday,November,Clouds,6.480000000000018,0.0,40,4964
2012-11-21 22:00:00,22,Wednesday,November,Clouds,5.180000000000007,0.0,75,1972
2012-11-21 23:00:00,23,Wednesday,November,Clouds,5.340000000000032,0.0,20,1399
2012-11-22 01:00:00,1,Thursday,November,Mist,5.82000000000005,0.0,1,634
2012-11-22 02:00:00,2,Thursday,November,Clear,6.2000000000000455,0.0,1,411
2012-11-22 10:00:00,10,Thursday,November,Clouds,9.850000000000023,0.0,75,2477
2012-11-22 15:00:00,15,Thursday,November,Clouds,15.310000000000002,0.0,75,3068
2012-11-22 17:00:00,17,Thursday,November,Clouds,12.420000000000016,0.0,75,3023
2012-11-22 18:00:00,18,Thursday,November,Clouds,11.670000000000016,0.0,75,3083
2012-11-22 19:00:00,19,Thursday,November,Clouds,12.420000000000016,0.0,40,3010
2012-11-23 00:00:00,0,Friday,November,Clouds,14.310000000000002,0.0,75,693
2012-11-23 06:00:00,6,Friday,November,Clouds,10.910000000000025,0.0,75,2069
2012-11-23 09:00:00,9,Friday,November,Clouds,10.740000000000009,0.0,75,2783
2012-11-23 13:00:00,13,Friday,November,Clouds,9.0,0.0,75,3800
2012-11-23 16:00:00,16,Friday,November,Rain,3.2900000000000205,0.0,90,4079
2012-11-24 01:00:00,1,Saturday,November,Snow,-5.389999999999986,0.0,90,611
2012-11-24 03:00:00,3,Saturday,November,Snow,-6.560000000000002,0.0,90,322
2012-11-24 07:00:00,7,Saturday,November,Snow,-7.649999999999977,0.0,90,1348
2012-11-24 09:00:00,9,Saturday,November,Snow,-6.639999999999986,0.0,90,2753
2012-11-24 15:00:00,15,Saturday,November,Clouds,-3.9499999999999886,0.0,75,4204
